0.56	5.608543
1.06	5.579226
1.56	5.57246
2.024982	6.028968
2.604982	5.925875
3.144982	5.938117
3.684982	5.9742
4.167595	5.7242
4.707595	5.724844
5.227595	5.575682
5.787595	5.568594
6.332616	5.30152
6.832616	5.323105
7.332616	5.322138
7.872616	5.348878
8.355617	5.628517
8.835617	5.533801
9.355617	5.549587
9.855617	5.489342
nan	nan
76.396458	5.837924
76.880389	6.181029
77.280389	5.868208
77.800389	5.965501
78.260389	5.912022
78.700389	5.689406
79.104379	5.618208
79.564379	5.779612
79.964379	5.640437
80.444379	5.506739
80.927567	5.4771
81.407567	5.362087
81.867567	5.57085
82.347567	5.445205
82.787567	5.532834
83.219332	5.646558
83.679332	5.701971
84.119332	5.668143
84.599332	5.790566
85.023133	5.52188
85.463133	5.466468
85.883133	5.424587
86.383133	5.535411
86.863133	5.448105
87.388361	5.681996
87.868361	5.611764
88.368361	5.613697
88.888361	5.693594
89.372605	6.06956
89.852605	6.135604
90.292605	5.873684
90.832605	5.952937
91.357269	5.811184
91.857269	5.754483
92.357269	5.717757
92.857269	5.708092
93.360819	5.371107
93.880819	5.5367
94.360819	5.396881
94.840819	5.344046
95.36507	5.517692
95.84507	5.587602
96.36507	5.624973
96.84507	5.586313
97.348854	6.073104
97.868854	6.038633
98.348854	5.969689
98.848854	5.964857
99.293051	5.86853
99.753051	5.771558
100.233051	5.842434
100.693051	5.821171
101.155455	5.499329
101.695455	5.453259
102.155455	5.529935
102.635455	5.508672
103.159688	5.595656
103.619688	5.359832
104.139688	5.43103
104.659688	5.547009
105.139688	5.488375
105.643746	5.941339
106.143746	5.655579
106.703746	5.885927
107.207291	6.520591
107.747291	6.050553
108.247291	5.941017
108.727291	5.985153
109.250923	5.724522
109.690923	5.492563
110.190923	5.477744
110.710923	5.393659
111.254343	5.757061
111.754343	5.440373
112.234343	5.433607
112.774343	5.458092
113.299146	6.049264
nan	nan
