0.48	5.547654
1.0	5.496107
1.56	5.555063
2.027242	6.05764
2.627242	5.761893
3.147242	5.785411
3.667242	5.67813
4.230862	5.37594
4.750862	5.353388
5.310862	5.342435
5.870862	5.393337
6.45446	5.337924
7.03446	5.339857
7.61446	5.288311
8.118135	5.76737
8.638135	5.681352
9.138135	5.649136
9.658135	5.566661
nan	nan
10.20175	5.848233
10.74175	5.891403
11.30175	5.866597
11.92175	5.85822
12.539633	5.824715
13.099633	5.79411
13.679633	5.863053
14.224328	6.231609
14.844328	5.816983
15.424328	5.814728
15.984328	5.757383
16.528306	5.437795
17.068306	5.385283
17.648306	5.41911
18.208306	5.346623
18.73268	5.31795
19.23268	5.225489
19.83268	5.294432
20.395937	5.595656
20.955937	5.565695
21.515937	5.664277
22.115937	5.697138
nan	nan
22.720376	5.892692
23.280376	5.804741
23.820376	5.874973
24.384391	5.574071
24.984391	5.430064
25.504391	5.506739
26.024391	5.454226
nan	nan
26.558721	5.815695
27.118721	5.821816
27.658721	5.802808
28.178721	5.781223
28.761206	5.713568
29.341206	5.656545
29.921206	5.638826
30.425929	5.480321
30.965929	5.409767
31.485929	5.340502
32.045929	5.412344
32.612304	5.362731
33.152304	5.340502
33.692304	5.335669
34.212304	5.320205
nan	nan
34.796657	5.838891
35.296657	5.894947
35.896657	5.802486
36.499782	5.851455
36.979782	5.652679
37.519782	5.630772
38.039782	5.771558
38.526133	5.324716
39.066133	5.26737
39.586133	5.272525
40.106133	5.262216
40.670375	5.323427
41.190375	5.339857
41.770375	5.377229
42.290375	5.421687
nan	nan
42.792966	5.753839
43.352966	5.753195
43.972966	5.733221
44.512966	5.87755
45.075761	5.85661
45.615761	5.802808
46.195761	5.823427
nan	nan
46.798114	5.738053
47.358114	5.694239
47.898114	5.587602
48.458114	5.565051
49.043023	5.233865
49.583023	5.211958
50.163023	5.259961
nan	nan

