10.359914	5.831803
10.819914	5.994174
11.279914	5.892048
11.679914	5.627228
12.162817	6.090501
12.562817	5.75094
13.002817	5.522525
13.402817	5.801842
13.862817	5.769947
14.874526	5.552486
15.294526	5.706803
15.794526	5.710669
16.318471	5.927164
16.818471	6.040888
17.298471	5.94005
17.778471	5.882705
18.202303	5.867241
18.682303	5.605643
19.162303	5.619174
19.642303	5.508994
20.102303	5.576004
20.565611	5.364986
21.005611	5.291855
21.505611	5.315373
21.965611	5.366275
22.388994	5.656223
22.828994	5.503195
23.288994	5.585991
23.748994	5.520914
24.208994	5.655901
24.652337	5.913955
25.112337	5.782512
25.552337	5.814084
26.012337	5.879483
26.576743	5.729677
26.996743	5.721623
27.496743	5.775746
27.956743	5.745141
28.440359	5.275747
28.860359	5.263827
29.340359	5.315695
29.780359	5.410734
30.260359	5.423942
30.744711	5.354999
31.184711	5.299909
31.684711	5.361765
32.164711	5.354033
32.549274	5.759638
33.029274	5.82697
33.429274	5.972911
33.869274	5.756416
34.393252	6.020269
34.773252	5.752873
35.273252	5.662989
35.753252	5.702937
36.253252	5.638504
36.676182	5.296365
37.136182	5.481288
37.656182	5.225811
38.116182	5.370785
38.578783	5.614664
39.018783	5.702615
39.438783	5.486442
39.958783	5.580514
40.418783	5.787989
40.822725	6.001584
41.302725	5.952293
41.762725	6.078903
42.242725	5.952937
42.692837	5.312473
43.172837	5.223878
43.692837	5.458414
44.152837	5.523169
44.656216	5.910411
45.116216	5.87304
45.596216	6.016081
46.076216	5.957125
46.541254	6.267047
47.041254	5.734509
47.501254	5.833414
47.961254	5.566984
48.441254	5.644303
48.904938	5.309896
49.384938	5.350811
49.864938	5.13045
50.384938	5.378839
50.848963	5.537667
51.248963	5.448105
51.748963	5.528968
52.208963	5.587602
52.664382	5.422332
53.144382	5.392692
53.584382	5.29411
54.104382	5.399136
54.627686	6.053452
54.987686	5.777679
55.427686	5.718079
55.887686	5.829226
56.367686	5.86853
nan	nan
